Fault Model FM3.1																					
FID	minisection	Name	ELon1	NLat1	ELon2	NLat2	CREEPS?	ABM slip rate	ABM rake	NeoKinema slip rate	NeoKinema rake	NeoKinema dip	Zeng slip rate	Zeng rake	Geologic rate (mm/yr)	Geologic lower bound (mm/yr)	Geologic upper bound (mm/yr)	Geo rake	Geo dip	Geo dip dir	
235	235.07	Newport-Inglewood alt 1	-118.1504	33.7887	-118.2057	33.8267	F	2.00	180.0	1.48	180.0	90	1.63	163.6	1.00	0.50	3.00	180.0	88	48.82	
235	235.08	Newport-Inglewood alt 1	-118.2057	33.8267	-118.2128	33.8321	F	1.99	180.0	1.48	180.0	90	1.63	163.6	1.00	0.50	3.00	180.0	88	48.82	
235	235.09	Newport-Inglewood alt 1	-118.2128	33.8321	-118.2322	33.8438	F	2.01	180.0	1.48	180.0	90	1.63	163.6	1.00	0.50	3.00	180.0	88	48.82	
235	235.1	Newport-Inglewood alt 1	-118.2322	33.8438	-118.2643	33.8847	F	1.84	180.0	1.48	180.0	90	1.63	163.6	1.00	0.50	3.00	180.0	88	48.82	
235	235.11	Newport-Inglewood alt 1	-118.2643	33.8847	-118.2881	33.9115	F	1.89	180.0	1.48	180.0	90	1.63	163.6	1.00	0.50	3.00	180.0	88	48.82	
235	235.12	Newport-Inglewood alt 1	-118.2881	33.9115	-118.3038	33.9306	F	1.86	180.0	1.48	180.0	90	1.63	163.6	1.00	0.50	3.00	180.0	88	48.82	
235	235.13	Newport-Inglewood alt 1	-118.3038	33.9306	-118.3182	33.9332	F	1.84	180.0	1.48	180.0	90	1.63	163.6	1.00	0.50	3.00	180.0	88	48.82	
235	235.14	Newport-Inglewood alt 1	-118.3182	33.9332	-118.3288	33.9479	F	1.82	180.0	1.48	180.0	90	1.63	163.6	1.00	0.50	3.00	180.0	88	48.82	
235	235.15	Newport-Inglewood alt 1	-118.3288	33.9479	-118.3531	33.9616	F	1.99	180.0	1.48	180.0	90	1.63	163.6	1.00	0.50	3.00	180.0	88	48.82	
235	235.16	Newport-Inglewood alt 1	-118.3531	33.9616	-118.3603	33.9888	F	1.47	180.0	1.48	180.0	90	1.63	163.6	1.00	0.50	3.00	180.0	88	48.82	
235	235.17	Newport-Inglewood alt 1	-118.3603	33.9888	-118.3672	34.0024	F	1.69	180.0	1.48	180.0	90	1.63	163.6	1.00	0.50	3.00	180.0	88	48.82	
235	235.18	Newport-Inglewood alt 1	-118.3672	34.0024	-118.3896	34.0433	F	1.72	180.0	1.48	180.0	90	1.63	163.6	1.00	0.50	3.00	180.0	88	48.82	
236	236.01	Whittier alt 1	-117.5900	33.8289	-117.6360	33.8511	F	2.88	148.1	4.58	133.1	70	3.51	136.8	3.00	1.00	5.00	150.0	70	23.73	
236	236.02	Whittier alt 1	-117.6360	33.8511	-117.7170	33.8733	F	2.69	149.8	4.58	133.1	70	3.51	136.8	3.00	1.00	5.00	150.0	70	23.73	
236	236.03	Whittier alt 1	-117.7170	33.8733	-117.7920	33.9074	F	2.75	148.1	4.58	133.1	70	3.51	136.8	3.00	1.00	5.00	150.0	70	23.73	
236	236.04	Whittier alt 1	-117.7920	33.9074	-117.8520	33.9297	F	2.76	149.8	4.58	133.1	70	3.51	136.8	3.00	1.00	5.00	150.0	70	23.73	
236	236.05	Whittier alt 1	-117.8520	33.9297	-117.9920	33.9712	F	2.44	153.4	4.58	133.1	70	3.51	136.8	3.00	1.00	5.00	150.0	70	23.73	
236	236.06	Whittier alt 1	-117.9920	33.9712	-118.0480	33.9950	F	2.76	150.7	4.58	133.1	70	3.51	136.8	3.00	1.00	5.00	150.0	70	23.73	
238	238.01	Chino alt 1	-117.7450	34.0314	-117.7080	33.9655	F	3.18	-153.9	0.44	110.5	50	1.03	161.4	1.00	0.20	2.00	150.0	50	235.59	
238	238.02	Chino alt 1	-117.7080	33.9655	-117.6480	33.9073	F	3.41	-163.5	0.44	110.5	50	1.03	161.4	1.00	0.20	2.00	150.0	50	235.59	
238	238.03	Chino alt 1	-117.6480	33.9073	-117.5970	33.8519	F	3.40	-163.1	0.44	110.5	50	1.03	161.4	1.00	0.20	2.00	150.0	50	235.59	
240	240.01	Puente Hills	-117.8673	33.9269	-118.0432	33.9315	F	0.42	90.0	1.19	78.3	25	1.28	75.5	0.90	0.20	1.50	90.0	25	20.39	
240	240.02	Puente Hills	-118.0432	33.9315	-118.1435	33.9541	F	0.60	90.0	1.19	78.3	25	1.28	75.5	0.90	0.20	1.50	90.0	25	20.39	
240	240.03	Puente Hills	-118.1435	33.9541	-118.2976	34.0586	F	0.67	90.0	1.19	78.3	25	1.28	75.5	0.90	0.20	1.50	90.0	25	20.39	
244	244.01	Panamint Valley	-116.9046	35.6122	-116.9423	35.6398	F	3.00	-150.4	3.07	-169.9	55	4.27	-125.5	3.00	1.00	5.00	-150.0	90	63.8	
244	244.02	Panamint Valley	-116.9423	35.6398	-116.9759	35.6598	F	3.00	-150.3	3.07	-169.9	55	4.27	-125.5	3.00	1.00	5.00	-150.0	90	63.8	
244	244.03	Panamint Valley	-116.9759	35.6598	-117.0516	35.6828	F	2.99	-150.6	3.07	-169.9	55	4.27	-125.5	3.00	1.00	5.00	-150.0	90	63.8	
244	244.04	Panamint Valley	-117.0516	35.6828	-117.0905	35.7112	F	4.05	180.0	3.07	-169.9	55	4.27	-125.5	3.00	1.00	5.00	-150.0	90	63.8	
244	244.05	Panamint Valley	-117.0905	35.7112	-117.1214	35.7545	F	4.00	180.0	3.07	-169.9	55	4.27	-125.5	3.00	1.00	5.00	-150.0	90	63.8	
244	244.06	Panamint Valley	-117.1214	35.7545	-117.1680	35.8608	F	3.79	180.0	3.07	-169.9	55	4.27	-125.5	3.00	1.00	5.00	-150.0	90	63.8	
244	244.07	Panamint Valley	-117.1680	35.8608	-117.1710	35.8904	F	3.28	180.0	3.07	-169.9	55	4.27	-125.5	3.00	1.00	5.00	-150.0	90	63.8	
244	244.08	Panamint Valley	-117.1710	35.8904	-117.1865	35.9207	F	3.85	180.0	3.07	-169.9	55	4.27	-125.5	3.00	1.00	5.00	-150.0	90	63.8	
244	244.09	Panamint Valley	-117.1865	35.9207	-117.2147	36.0081	F	3.64	180.0	3.07	-169.9	55	4.27	-125.5	3.00	1.00	5.00	-150.0	90	63.8	
244	244.1	Panamint Valley	-117.2147	36.0081	-117.2196	36.0383	F	3.39	180.0	3.07	-169.9	55	4.27	-125.5	3.00	1.00	5.00	-150.0	90	63.8	
244	244.11	Panamint Valley	-117.2196	36.0383	-117.1967	36.0709	F	1.38	180.0	3.07	-169.9	55	4.27	-125.5	3.00	1.00	5.00	-150.0	90	63.8	
244	244.12	Panamint Valley	-117.1967	36.0709	-117.2198	36.2070	F	3.40	180.0	3.07	-169.9	55	4.27	-125.5	3.00	1.00	5.00	-150.0	90	63.8	
244	244.13	Panamint Valley	-117.2198	36.2070	-117.2643	36.2699	F	3.95	180.0	3.07	-169.9	55	4.27	-125.5	3.00	1.00	5.00	-150.0	90	63.8	
244	244.14	Panamint Valley	-117.2643	36.2699	-117.3181	36.3071	F	3.95	180.0	3.07	-169.9	55	4.27	-125.5	3.00	1.00	5.00	-150.0	90	63.8	
244	244.15	Panamint Valley	-117.3181	36.3071	-117.4115	36.4396	F	3.95	180.0	3.07	-169.9	55	4.27	-125.5	3.00	1.00	5.00	-150.0	90	63.8	
245	245.01	Death Valley (Black Mtns Front	-116.8811	36.5399	-116.8480	36.4244	F	2.49	178.6	2.89	-133.3	60	3.86	-143.8	3.00	1.00	5.00	-150.0	60	256.59	
245	245.02	Death Valley (Black Mtns Front	-116.8480	36.4244	-116.7948	36.3586	F	2.37	169.5	2.89	-133.3	60	3.86	-143.8	3.00	1.00	5.00	-150.0	60	256.59	
245	245.03	Death Valley (Black Mtns Front	-116.7948	36.3586	-116.7900	36.3398	F	2.48	-177.2	2.89	-133.3	60	3.86	-143.8	3.00	1.00	5.00	-150.0	60	256.59	
245	245.04	Death Valley (Black Mtns Front	-116.7900	36.3398	-116.7702	36.3002	F	2.45	173.9	2.89	-133.3	60	3.86	-143.8	3.00	1.00	5.00	-150.0	60	256.59	
245	245.05	Death Valley (Black Mtns Front	-116.7702	36.3002	-116.7610	36.2620	F	2.44	-173.1	2.89	-133.3	60	3.86	-143.8	3.00	1.00	5.00	-150.0	60	256.59	
245	245.06	Death Valley (Black Mtns Front	-116.7610	36.2620	-116.7610	36.1444	F	2.46	-174.6	2.89	-133.3	60	3.86	-143.8	3.00	1.00	5.00	-150.0	60	256.59	
245	245.07	Death Valley (Black Mtns Front	-116.7610	36.1444	-116.7246	36.0942	F	2.42	171.7	2.89	-133.3	60	3.86	-143.8	3.00	1.00	5.00	-150.0	60	256.59	
245	245.08	Death Valley (Black Mtns Front	-116.7246	36.0942	-116.7610	36.0489	F	1.92	-151.4	2.89	-133.3	60	3.86	-143.8	3.00	1.00	5.00	-150.0	60	256.59	
245	245.09	Death Valley (Black Mtns Front	-116.7610	36.0489	-116.7230	35.9913	F	2.45	173.2	2.89	-133.3	60	3.86	-143.8	3.00	1.00	5.00	-150.0	60	256.59	
245	245.1	Death Valley (Black Mtns Front	-116.7230	35.9913	-116.6904	35.8918	F	2.50	180.0	2.89	-133.3	60	3.86	-143.8	3.00	1.00	5.00	-150.0	60	256.59	
246	246.01	Death Valley (So)	-116.3990	35.6015	-116.4405	35.6321	F	2.10	180.0	1.09	180.0	90	2.35	-161.1	1.83	1.00	5.00	180.0	90	50.92	
246	246.02	Death Valley (So)	-116.4405	35.6321	-116.4625	35.6671	F	2.43	180.0	1.09	180.0	90	2.35	-161.1	1.83	1.00	5.00	180.0	90	50.92	
246	246.03	Death Valley (So)	-116.4625	35.6671	-116.6213	35.8415	F	2.32	180.0	1.09	180.0	90	2.35	-161.1	1.83	1.00	5.00	180.0	90	50.92	
246	246.04	Death Valley (So)	-116.6213	35.8415	-116.6640	35.8748	F	2.14	180.0	1.09	180.0	90	2.35	-161.1	1.83	1.00	5.00	180.0	90	50.92	
246	246.05	Death Valley (So)	-116.6640	35.8748	-116.6904	35.8918	F	2.01	180.0	1.09	180.0	90	2.35	-161.1	1.83	1.00	5.00	180.0	90	50.92	
247	247.01	San Gabriel	-118.2800	34.3178	-118.3010	34.3311	F	0.98	90.0	0.98	113.1	61	0.46	70.8	0.39	0.20	1.00	90.0	61	39.11	
247	247.02	San Gabriel	-118.3010	34.3311	-118.4280	34.3705	F	0.86	90.0	0.98	113.1	61	0.46	70.8	0.39	0.20	1.00	90.0	61	39.11	
247	247.03	San Gabriel	-118.4280	34.3705	-118.4890	34.3947	F	0.45	16.9	0.98	113.1	61	0.46	70.8	0.39	0.20	1.00	90.0	61	39.11	
247	247.04	San Gabriel	-118.4890	34.3947	-118.5610	34.4363	F	0.46	35.1	0.98	113.1	61	0.46	70.8	0.39	0.20	1.00	90.0	61	39.11	
247	247.05	San Gabriel	-118.5610	34.4363	-118.6440	34.5142	F	0.48	64.4	0.98	113.1	61	0.46	70.8	0.39	0.20	1.00	180.0	61	39.11	
247	247.06	San Gabriel	-118.6440	34.5142	-118.6960	34.5606	F	0.61	67.2	0.98	113.1	61	0.46	70.8	0.39	0.20	1.00	180.0	61	39.11	
247	247.07	San Gabriel	-118.6960	34.5606	-118.7720	34.6203	F	0.74	64.6	0.98	113.1	61	0.46	70.8	0.39	0.20	1.00	180.0	61	39.11	
247	247.08	San Gabriel	-118.7720	34.6203	-118.8160	34.6621	F	6.79	163.7	0.98	113.1	61	0.46	70.8	0.39	0.20	1.00	180.0	61	39.11	
247	247.09	San Gabriel	-118.8160	34.6621	-118.8750	34.7140	F	6.67	162.9	0.98	113.1	61	0.46	70.8	0.39	0.20	1.00	180.0	61	39.11	
248	248.01	San Gabriel (Extension)	-117.6310	34.2629	-117.6800	34.2350	F	0.07	180.0	2.07	180.0	61	0.10	-163.3	0.01	0.00	0.20	180.0	61	6.03	
248	248.02	San Gabriel (Extension)	-117.6800	34.2350	-117.7430	34.2434	F	0.00	180.0	2.07	180.0	61	0.10	-163.3	0.01	0.00	0.20	180.0	61	6.03	
248	248.03	San Gabriel (Extension)	-117.7430	34.2434	-117.8890	34.2574	F	0.00	180.0	2.07	180.0	61	0.10	-163.3	0.01	0.00	0.20	180.0	61	6.03	
248	248.04	San Gabriel (Extension)	-117.8890	34.2574	-117.9390	34.2492	F	0.07	180.0	2.07	180.0	61	0.10	-163.3	0.01	0.00	0.20	180.0	61	6.03	
248	248.05	San Gabriel (Extension)	-117.9390	34.2492	-118.0350	34.2460	F	0.08	180.0	2.07	180.0	61	0.10	-163.3	0.01	0.00	0.20	180.0	61	6.03	
248	248.06	San Gabriel (Extension)	-118.0350	34.2460	-118.0880	34.2533	F	0.00	180.0	2.07	180.0	61	0.10	-163.3	0.01	0.00	0.20	180.0	61	6.03	
248	248.07	San Gabriel (Extension)	-118.0880	34.2533	-118.1360	34.2647	F	0.00	180.0	2.07	180.0	61	0.10	-163.3	0.01	0.00	0.20	180.0	61	6.03	
248	248.08	San Gabriel (Extension)	-118.1360	34.2647	-118.2070	34.2867	F	0.00	180.0	2.07	180.0	61	0.10	-163.3	0.01	0.00	0.20	180.0	61	6.03	
248	248.09	San Gabriel (Extension)	-118.2070	34.2867	-118.2550	34.3009	F	0.00	180.0	2.07	180.0	61	0.10	-163.3	0.01	0.00	0.20	180.0	61	6.03	
248	248.1	San Gabriel (Extension)	-118.2550	34.3009	-118.2800	34.3178	F	0.00	180.0	2.07	180.0	61	0.10	-163.3	0.01	0.00	0.20	180.0	61	6.03	
249	249.01	Earthquake Valley	-116.5859	33.1805	-116.5650	33.1626	F	1.98	180.0	1.39	180.0	90	1.67	175.2	2.50	1.00	3.00	180.0	90	216.75	
249	249.02	Earthquake Valley	-116.5650	33.1626	-116.5270	33.1369	F	1.97	180.0	1.39	180.0	90	1.67	175.2	2.50	1.00	3.00	180.0	90	216.75	
249	249.03	Earthquake Valley	-116.5270	33.1369	-116.4970	33.1106	F	1.98	180.0	1.39	180.0	90	1.67	175.2	2.50	1.00	3.00	180.0	90	216.75	
249	249.04	Earthquake Valley	-116.4970	33.1106	-116.4123	33.0718	F	1.95	180.0	1.39	180.0	90	1.67	175.2	2.50	1.00	3.00	180.0	90	216.75	
250	250.01	Mission Creek	-116.5724	34.0036	-116.6194	34.0187	F	1.00	180.0	0.71	180.0	65	0.83	161.1	1.09	0.50	3.00	180.0	65	4.71	
250	250.02	Mission Creek	-116.6194	34.0187	-116.6950	34.0394	F	0.93	180.0	0.71	180.0	65	0.83	161.1	1.09	0.50	3.00	180.0	65	4.71	
250	250.03	Mission Creek	-116.6950	34.0394	-116.7397	34.0488	F	0.99	180.0	0.71	180.0	65	0.83	161.1	1.09	0.50	3.00	180.0	65	4.71	
250	250.04	Mission Creek	-116.7397	34.0488	-116.8365	34.0458	F	0.88	180.0	0.71	180.0	65	0.83	161.1	1.09	0.50	3.00	180.0	65	4.71	
250	250.05	Mission Creek	-116.8365	34.0458	-116.8995	34.0255	F	0.98	180.0	0.71	180.0	65	0.83	161.1	1.09	0.50	3.00	180.0	65	4.71	
253	253.01	White Wolf	-119.0070	35.0276	-118.8110	35.1464	F	0.97	0.0	1.55	75.3	20	0.23	85.0	0.39	0.20	1.00	60.0	75	140.72	
253	253.02	White Wolf	-118.8110	35.1464	-118.7790	35.1776	F	2.17	0.0	1.55	75.3	20	0.23	85.0	0.39	0.20	1.00	60.0	75	140.72	
253	253.03	White Wolf	-118.7790	35.1776	-118.7350	35.2097	F	1.44	0.0	1.55	75.3	20	0.23	85.0	0.39	0.20	1.00	60.0	75	140.72	
253	253.04	White Wolf	-118.7350	35.2097	-118.6720	35.2322	F	0.01	0.0	1.55	75.3	20	0.23	85.0	0.39	0.20	1.00	60.0	75	140.72	
253	253.05	White Wolf	-118.6720	35.2322	-118.6020	35.2673	F	0.61	0.0	1.55	75.3	20	0.23	85.0	0.39	0.20	1.00	60.0	75	140.72	
253	253.06	White Wolf	-118.6020	35.2673	-118.5380	35.3204	F	1.57	0.0	1.55	75.3	20	0.23	85.0	0.39	0.20	1.00	60.0	75	140.72	
253	253.07	White Wolf	-118.5380	35.3204	-118.4870	35.3711	F	1.86	0.0	1.55	75.3	20	0.23	85.0	0.39	0.20	1.00	60.0	75	140.72	
253	253.08	White Wolf	-118.4870	35.3711	-118.4708	35.3839	F	1.53	0.0	1.55	75.3	20	0.23	85.0	0.39	0.20	1.00	60.0	75	140.72	
254	254.01	White Wolf (Extension)	-118.4708	35.3839	-118.1070	35.6720	F	1.52	0.0	0.80	51.4	20	0.10	60.9	0.01	0.00	0.20	60.0	75	135.68	
255	255.01	Earthquake Valley (No  Extensi	-116.8520	33.3756	-116.7970	33.3270	F	1.94	180.0	1.36	180.0	90	1.62	-176.8	2.00	1.00	3.00	180.0	90	221.17	
255	255.02	Earthquake Valley (No  Extensi	-116.7970	33.3270	-116.6970	33.2652	F	1.87	180.0	1.36	180.0	90	1.62	-176.8	2.00	1.00	3.00	180.0	90	221.17	
255	255.03	Earthquake Valley (No  Extensi	-116.6970	33.2652	-116.6690	33.2371	F	1.97	180.0	1.36	180.0	90	1.62	-176.8	2.00	1.00	3.00	180.0	90	221.17	
255	255.04	Earthquake Valley (No  Extensi	-116.6690	33.2371	-116.6120	33.2029	F	1.94	180.0	1.36	180.0	90	1.62	-176.8	2.00	1.00	3.00	180.0	90	221.17	
255	255.05	Earthquake Valley (No  Extensi	-116.6120	33.2029	-116.5859	33.1805	F	1.98	180.0	1.36	180.0	90	1.62	-176.8	2.00	1.00	3.00	180.0	90	221.17	
256	256.01	Earthquake Valley (So Extensio	-116.4123	33.0718	-116.3840	33.0588	F	1.99	180.0	1.77	180.0	90	1.65	174.4	2.00	1.00	3.00	180.0	90	203.98	
256	256.02	Earthquake Valley (So Extensio	-116.3840	33.0588	-116.3210	33.0377	F	1.99	180.0	1.77	180.0	90	1.65	174.4	2.00	1.00	3.00	180.0	90	203.98	
282	282.01	San Andreas (San Bernardino N)	-117.5490	34.3163	-117.4510	34.2709	F	8.60	180.0	21.88	180.0	90	8.37	180.0	24.00	20.00	30.00	180.0	90	211.5	
282	282.02	San Andreas (San Bernardino N)	-117.4510	34.2709	-117.3887	34.2328	F	8.47	180.0	21.88	180.0	90	8.37	180.0	19.00	13.00	30.00	180.0	90	211.5	
282	282.03	San Andreas (San Bernardino N)	-117.3887	34.2328	-117.2742	34.1731	F	8.55	180.0	21.88	180.0	90	8.37	180.0	13.00	7.00	30.00	180.0	90	211.5	
282	282.04	San Andreas (San Bernardino N)	-117.2742	34.1731	-117.2220	34.1500	F	15.09	180.0	21.88	180.0	90	8.37	180.0	13.00	7.00	30.00	180.0	90	211.5	
283	283.01	San Andreas (San Bernardino S)	-117.2220	34.1500	-117.0677	34.0928	F	11.35	180.0	9.55	180.0	90	10.31	178.5	13.00	5.00	20.00	180.0	90	209.7	
283	283.02	San Andreas (San Bernardino S)	-117.0677	34.0928	-117.0139	34.0738	F	13.18	180.0	9.55	180.0	90	10.31	178.5	13.00	5.00	20.00	180.0	90	209.7	
283	283.03	San Andreas (San Bernardino S)	-117.0139	34.0738	-116.9024	34.0338	F	13.02	180.0	9.55	180.0	90	10.31	178.5	13.00	5.00	20.00	180.0	90	209.7	
283	283.04	San Andreas (San Bernardino S)	-116.9024	34.0338	-116.8735	34.0114	F	12.88	180.0	9.55	180.0	90	10.31	178.5	13.00	5.00	20.00	180.0	90	209.7	
283	283.05	San Andreas (San Bernardino S)	-116.8735	34.0114	-116.8198	33.9591	F	13.01	180.0	9.55	180.0	90	10.31	178.5	13.00	5.00	20.00	180.0	90	209.7	
284	284.01	San Andreas (San Gorgonio Pass	-116.2463	33.7883	-116.3830	33.8485	F	21.27	180.0	8.28	158.4	58	9.35	180.0	10.00	4.00	16.00	180.0	58	19.84	
284	284.02	San Andreas (San Gorgonio Pass	-116.3830	33.8485	-116.4265	33.8481	F	21.20	180.0	8.28	158.4	58	9.35	180.0	10.00	4.00	16.00	180.0	58	19.84	
284	284.03	San Andreas (San Gorgonio Pass	-116.4265	33.8481	-116.5169	33.8847	F	21.18	180.0	8.28	158.4	58	9.35	180.0	10.00	4.00	16.00	180.0	58	19.84	
284	284.04	San Andreas (San Gorgonio Pass	-116.5169	33.8847	-116.5849	33.9070	F	21.41	180.0	8.28	158.4	58	9.35	180.0	10.00	4.00	16.00	180.0	58	19.84	
284	284.05	San Andreas (San Gorgonio Pass	-116.5849	33.9070	-116.6239	33.9176	F	21.00	180.0	8.28	158.4	58	9.35	180.0	10.00	4.00	16.00	180.0	58	19.84	
284	284.06	San Andreas (San Gorgonio Pass	-116.6239	33.9176	-116.6858	33.9442	F	19.63	180.0	8.28	158.4	58	9.35	180.0	10.00	4.00	16.00	180.0	58	19.84	
284	284.07	San Andreas (San Gorgonio Pass	-116.6858	33.9442	-116.7786	33.9374	F	9.15	180.0	8.28	158.4	58	9.35	180.0	10.00	4.00	16.00	180.0	58	19.84	
284	284.08	San Andreas (San Gorgonio Pass	-116.7786	33.9374	-116.8014	33.9532	F	7.33	180.0	8.28	158.4	58	9.35	180.0	10.00	4.00	16.00	180.0	58	19.84	
285	285.01	San Andreas (Cholame) rev	-119.8660	35.3142	-119.9703	35.4139	F	28.35	180.0	25.36	180.0	90	27.25	180.0	34.00	29.00	39.00	180.0	90	51.23	
285	285.02	San Andreas (Cholame) rev	-119.9703	35.4139	-120.0868	35.5333	F	28.35	180.0	25.36	180.0	90	27.25	180.0	34.00	29.00	39.00	180.0	90	51.23	
285	285.03	San Andreas (Cholame) rev	-120.0868	35.5333	-120.3001	35.7520	F	28.35	180.0	25.36	180.0	90	27.25	180.0	34.00	29.00	39.00	180.0	90	51.23	
286	286.01	San Andreas (Mojave N)	-118.8901	34.8076	-118.8876	34.8072	F	3.98	0.0	25.81	180.0	90	22.21	180.0	32.50	25.00	40.00	180.0	90	199.1	
286	286.02	San Andreas (Mojave N)	-118.8876	34.8072	-118.7673	34.7732	F	18.35	180.0	25.81	180.0	90	22.21	180.0	32.50	25.00	40.00	180.0	90	199.1	
286	286.03	San Andreas (Mojave N)	-118.7673	34.7732	-118.5090	34.6985	F	18.36	180.0	25.81	180.0	90	22.21	180.0	32.50	25.00	40.00	180.0	90	199.1	
287	287.01	San Andreas (Big Bend)	-119.4029	34.9441	-119.3629	34.9157	F	22.81	180.0	19.19	180.0	90	22.72	180.0	34.00	31.00	37.00	180.0	90	197.83	
287	287.02	San Andreas (Big Bend)	-119.3629	34.9157	-119.2100	34.8639	F	20.70	180.0	19.19	180.0	90	22.72	180.0	34.00	31.00	37.00	180.0	90	197.83	
287	287.03	San Andreas (Big Bend)	-119.2100	34.8639	-119.0301	34.8290	F	18.69	180.0	19.19	180.0	90	22.72	180.0	34.00	31.00	37.00	180.0	90	197.83	
287	287.04	San Andreas (Big Bend)	-119.0301	34.8290	-118.8901	34.8076	F	17.94	180.0	19.19	180.0	90	22.72	180.0	34.00	31.00	37.00	180.0	90	197.83	
289	289.01	San Jacinto (San Jacinto Valle	-117.2370	34.0170	-117.2220	34.0067	F	9.22	180.0	6.00	180.0	90	14.86	180.0	14.00	11.00	18.00	180.0	90	222.57	
289	289.02	San Jacinto (San Jacinto Valle	-117.2220	34.0067	-117.0896	33.9045	F	9.39	180.0	6.00	180.0	90	14.86	180.0	14.00	11.00	18.00	180.0	90	222.57	
292	292.01	San Jacinto (Clark) rev	-116.5133	33.4895	-116.3930	33.4166	F	6.00	180.0	4.91	180.0	90	6.22	174.4	8.00	6.00	11.00	180.0	90	213.93	
292	292.02	San Jacinto (Clark) rev	-116.3930	33.4166	-116.3390	33.3960	F	6.00	180.0	4.91	180.0	90	6.22	174.4	8.00	6.00	11.00	180.0	90	213.93	
292	292.03	San Jacinto (Clark) rev	-116.3390	33.3960	-116.2970	33.3839	F	6.00	180.0	4.91	180.0	90	6.22	174.4	8.00	6.00	11.00	180.0	90	213.93	
292	292.04	San Jacinto (Clark) rev	-116.2970	33.3839	-116.2100	33.3150	F	4.00	180.0	4.91	180.0	90	6.22	174.4	6.00	4.00	8.00	180.0	90	213.93	
292	292.05	San Jacinto (Clark) rev	-116.2100	33.3150	-116.1470	33.2854	F	3.00	180.0	4.91	180.0	90	6.22	174.4	4.00	3.00	5.00	180.0	90	213.93	
292	292.06	San Jacinto (Clark) rev	-116.1470	33.2854	-116.0990	33.2558	F	3.00	180.0	4.91	180.0	90	6.22	174.4	4.00	3.00	5.00	180.0	90	213.93	
293	293.01	San Jacinto (Anza) rev	-116.9143	33.7364	-116.8447	33.6967	F	9.07	180.0	11.96	180.0	90	12.89	180.0	14.00	11.00	18.00	180.0	90	216.36	
293	293.02	San Jacinto (Anza) rev	-116.8447	33.6967	-116.5490	33.5112	F	9.19	180.0	11.96	180.0	90	12.89	180.0	14.00	11.00	18.00	180.0	90	216.36	
293	293.03	San Jacinto (Anza) rev	-116.5490	33.5112	-116.5133	33.4895	F	9.19	180.0	11.96	180.0	90	12.89	180.0	14.00	11.00	18.00	180.0	90	216.36	
294	294.01	San Andreas (North Branch Mill	-117.2702	34.1717	-117.2220	34.1500	F	2.00	180.0	1.92	180.0	76	1.71	180.0	2.00	0.20	3.00	180.0	76	204.02	
294	294.02	San Andreas (North Branch Mill	-117.2220	34.1500	-117.1430	34.1341	F	2.00	180.0	1.92	180.0	76	1.71	180.0	2.00	0.20	3.00	180.0	76	204.02	
294	294.03	San Andreas (North Branch Mill	-117.1430	34.1341	-117.0849	34.1173	F	2.00	180.0	1.92	180.0	76	1.71	180.0	2.00	0.20	3.00	180.0	76	204.02	
294	294.04	San Andreas (North Branch Mill	-117.0849	34.1173	-116.9975	34.0981	F	2.00	180.0	1.92	180.0	76	1.71	180.0	2.00	0.20	3.00	180.0	76	204.02	
294	294.05	San Andreas (North Branch Mill	-116.9975	34.0981	-116.9394	34.0845	F	2.00	180.0	1.92	180.0	76	1.71	180.0	2.00	0.20	3.00	180.0	76	204.02	
294	294.06	San Andreas (North Branch Mill	-116.9394	34.0845	-116.8399	34.0749	F	2.00	165.8	1.92	180.0	76	1.71	180.0	2.00	0.20	3.00	180.0	76	204.02	
294	294.07	San Andreas (North Branch Mill	-116.8399	34.0749	-116.7512	34.0632	F	2.00	166.2	1.92	180.0	76	1.71	180.0	2.00	0.20	3.00	180.0	76	204.02	
294	294.08	San Andreas (North Branch Mill	-116.7512	34.0632	-116.6511	34.0343	F	2.00	149.7	1.92	180.0	76	1.71	180.0	2.00	0.20	3.00	180.0	76	204.02	
294	294.09	San Andreas (North Branch Mill	-116.6511	34.0343	-116.5623	34.0027	F	2.00	180.0	1.92	180.0	76	1.71	180.0	2.00	0.20	3.00	180.0	76	204.02	
294	294.1	San Andreas (North Branch Mill	-116.5623	34.0027	-116.5159	33.9718	F	2.00	180.0	1.92	180.0	76	1.71	180.0	2.00	0.20	3.00	180.0	76	204.02	
294	294.11	San Andreas (North Branch Mill	-116.5159	33.9718	-116.4665	33.9331	F	2.00	180.0	1.92	180.0	76	1.71	180.0	2.00	0.20	3.00	180.0	76	204.02	
294	294.12	San Andreas (North Branch Mill	-116.4665	33.9331	-116.4224	33.9058	F	2.00	180.0	1.92	180.0	76	1.71	180.0	2.00	0.20	3.00	180.0	76	204.02	
294	294.13	San Andreas (North Branch Mill	-116.4224	33.9058	-116.3160	33.8440	F	2.00	180.0	1.92	180.0	76	1.71	180.0	2.00	0.20	3.00	180.0	76	204.02	
294	294.14	San Andreas (North Branch Mill	-116.3160	33.8440	-116.2463	33.7883	F	2.00	180.0	1.92	180.0	76	1.71	180.0	2.00	0.20	3.00	180.0	76	204.02	
295	295.01	San Andreas (Coachella) rev	-116.2463	33.7883	-115.7119	33.3501	F	19.51	180.0	16.55	180.0	90	19.82	180.0	20.00	10.00	25.00	180.0	90	224.39	
