U3_Fault_Section				U3 Average Slip Rates (mm/yr)								U3 Average Aseismicity Factors								U3 Average Coupling Coefficient								U2 Fault Section			U2 Slip Rate (mm/yr)						U3 Creep	
U3_Section_Name	U3 Sect ID	Length (km)	Orig Area (km-sq)	FM3pt1_Zeng	FM3pt1_NeoKinema	FM3pt1_Geologic	FM3pt1_ABM	FM3pt2_Zeng	FM3pt2_NeoKinema	FM3pt2_Geologic	FM3pt2_ABM	FM3pt1_Zeng	FM3pt1_NeoKinema	FM3pt1_Geologic	FM3pt1_ABM	FM3pt2_Zeng	FM3pt2_NeoKinema	FM3pt2_Geologic	FM3pt2_ABM	FM3pt1_Zeng	FM3pt1_NeoKinema	FM3pt1_Geologic	FM3pt1_ABM	FM3pt2_Zeng	FM3pt2_NeoKinema	FM3pt2_Geologic	FM3pt2_ABM	U2 Section Name	Length (km)	Orig Area (km-sq)	DM2pt1	DM2pt2	DM2pt3	DM2pt4	DM2pt5	DM2pt6	Aseis	coupCoeff
Laguna_Salada	104	99.54	1323.90	2.85E+00	1.38E+00	3.00E+00	3.22E+00	2.92E+00	1.16E+00	3.00E+00	3.22E+00	0.40	0.90	0.35	0.32	0.40	0.90	0.35	0.32	1.00	0.50	1.00	1.00	1.00	0.50	1.00	1.00	Laguna Salada	99.54	1323.90	3.50E+00	3.50E+00	3.50E+00	3.50E+00	3.50E+00	3.50E+00	0.00	1.00
Lake_Isabella_(Seismicity)	207	60.39	917.89	2.24E-02	1.01E+00	1.00E-02	4.64E-03	1.00E-02	1.01E+00	1.00E-02	4.64E-03	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Las_Positas	642	14.66	219.91	3.82E-01	3.52E-01	3.90E-01	7.07E-01	3.82E-01	3.47E-01	3.90E-01	7.07E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Last_Chance	890	38.84	760.44	1.00E-02	6.24E-01	1.00E-02	4.11E-02	1.00E-02	6.26E-01	1.00E-02	4.11E-02	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Lenwood-Lockhart-Old_Woman_Springs	85	145.25	1917.29	1.02E+00	9.87E-01	1.00E+00	8.96E-01	1.02E+00	9.17E-01	1.00E+00	8.96E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Lenwood-Lockhart-Old Woman Springs	145.25	1917.29	9.00E-01	9.00E-01	9.00E-01	9.00E-01	9.00E-01	9.00E-01	0.00	1.00
Likely_2011_CFM	705	91.09	856.29	3.79E-01	6.30E-01	3.00E-01	1.20E+00	3.70E-01	6.61E-01	3.00E-01	1.20E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Likely	64.03	704.28	3.00E-01	3.00E-01	3.00E-01	3.00E-01	3.00E-01	3.00E-01	0.00	1.00
Lions_Head_2011_CFM	681	65.22	810.20	2.24E-02	5.00E-02	2.00E-02	3.06E-09	2.24E-02	5.00E-02	2.00E-02	3.06E-09	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Lions Head	41.39	428.54	2.00E-02	2.00E-02	2.00E-02	2.00E-02	2.00E-02	2.00E-02	0.00	1.00
Little_Lake	144	43.75	568.78	7.81E-01	1.11E+00	6.00E-01	7.05E-01	7.40E-01	1.11E+00	6.00E-01	7.05E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Little Lake	39.73	516.54	7.00E-01	7.00E-01	7.00E-01	7.00E-01	7.00E-01	7.00E-01	0.00	1.00
Little_Salmon_(Offshore)	16	45.54	1184.16	1.25E+00	4.58E+00	1.10E+00	1.28E+00	1.21E+00	4.99E+00	1.10E+00	1.28E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Little Salmon (Offshore)	45.54	1184.16	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	0.00	1.00
Little_Salmon_(Onshore)	17	34.28	891.38	4.26E+00	3.83E+00	4.50E+00	4.51E+00	4.27E+00	4.45E+00	4.50E+00	4.51E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Little Salmon (Onshore)	34.28	891.38	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	5.00E+00	0.00	1.00
Los_Alamos_2011_CFM	683	26.86	644.68	4.02E-01	1.08E+00	3.90E-01	3.87E-01	4.02E-01	1.03E+00	3.90E-01	3.87E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Los Alamos-West Baseline	27.79	555.86	7.00E-01	7.00E-01	7.00E-01	7.00E-01	7.00E-01	7.00E-01	0.00	1.00
Los_Alamos_extension	780	22.27	534.39	4.11E-01	1.41E+00	3.90E-01	4.10E-01	4.11E-01	1.35E+00	3.90E-01	4.10E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Los_Medanos_-_Roe_Island	643	20.94	465.88	1.00E-02	3.04E-01	1.00E-02	1.20E-01	1.00E-02	7.80E-01	1.00E-02	1.20E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Los_Osos_2011	74	57.87	982.03	3.48E-01	1.70E-01	3.90E-01	3.78E-01	3.61E-01	1.84E-01	3.90E-01	3.78E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Los Osos	44.43	628.38	5.00E-01	5.00E-01	5.00E-01	5.00E-01	5.00E-01	5.00E-01	0.00	1.00
Lost_Hills	201	32.60	524.53	9.30E-01	1.60E-01	1.00E+00	2.40E+00	9.52E-01	6.80E-02	1.00E+00	2.40E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Ludlow	166	71.47	793.34	3.89E-01	2.82E-01	3.00E-01	1.65E+00	4.40E-01	2.82E-01	3.00E-01	1.65E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Maacama_2011_CFM	644	174.66	2136.69	8.10E+00	9.53E+00	7.70E+00	1.04E+01	8.06E+00	9.67E+00	7.70E+00	1.04E+01	0.08	0.06	0.09	0.06	0.08	0.06	0.09	0.06	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Maacama-Garberville	221.08	2652.95	9.00E+00	9.00E+00	9.00E+00	9.00E+00	9.00E+00	9.00E+00	0.40	1.00
Mad_River_(alt1)	22	41.65	943.88	9.20E-01	8.14E-01	7.00E-01	6.80E-01	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	Mad River	41.65	943.88	7.00E-01	7.00E-01	7.00E-01	7.00E-01	7.00E-01	7.00E-01	0.00	1.00
Malibu_Coast_(Extension)_alt_1	221	34.63	280.97	3.53E-01	8.03E-01	3.00E-01	3.04E-01	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
Malibu_Coast_alt_1	220	37.81	305.31	4.38E-01	2.30E+00	3.00E-01	2.80E-01	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	"Malibu Coast, alt 1"	37.81	305.31	3.00E-01	3.00E-01	3.00E-01	null	null	null	0.00	1.00
Manix-Afton_Hills	164	58.92	777.73	3.16E-02	2.14E+00	1.00E-02	1.54E-01	2.24E-02	2.15E+00	1.00E-02	1.54E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
McKinleyville_(alt1)	21	47.38	1073.85	6.64E-01	6.35E-01	6.00E-01	1.13E+00	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	McKinleyville	47.38	1073.85	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	6.00E-01	0.00	1.00
McLean_Lake	155	53.35	592.19	1.00E-02	1.66E+00	1.00E-02	1.20E-01	1.00E-02	1.62E+00	1.00E-02	1.20E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Mendocino	13	178.29	1782.95	3.56E+01	4.07E+01	3.50E+01	3.16E+01	3.73E+01	4.09E+01	3.50E+01	3.16E+01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.32	0.32	0.32	0.32	0.32	0.32	0.32	0.32	null	null	null	null	null	null	null	null	null	null	null
Mission_(connected)_2011_CFM	605	28.06	143.12	1.32E+00	9.90E-01	1.00E-02	2.04E+00	1.50E+00	4.42E-01	1.00E-02	2.04E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Mission_Creek	250	31.39	612.94	8.35E-01	7.08E-01	1.09E+00	9.46E-01	8.25E-01	2.64E-01	1.09E+00	9.46E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Mission_Hills_2011	779	13.10	231.92	1.05E+00	6.46E-01	1.25E+00	1.18E+00	1.09E+00	5.59E-01	1.25E+00	1.18E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Mission_Ridge-Arroyo_Parida-Santa_Ana	78	68.89	557.16	1.11E+00	1.36E+00	9.00E-01	1.56E+00	1.02E+00	1.51E+00	9.00E-01	1.56E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Mission Ridge-Arroyo Parida-Santa Ana	68.89	557.16	4.00E-01	4.00E-01	4.00E-01	4.00E-01	4.00E-01	4.00E-01	0.00	1.00
Mohawk_Valley_2011_CFM	686	64.54	948.70	4.93E-01	5.91E-01	3.90E-01	2.64E+00	4.43E-01	5.92E-01	3.90E-01	2.64E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Mono_Lake_2011_CFM	707	19.47	350.66	7.18E-01	6.78E-01	9.00E-01	2.86E+00	7.18E-01	6.83E-01	9.00E-01	2.86E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Mono Lake	25.72	436.45	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	0.00	1.00
Monte_Vista_-_Shannon_2011_CFM	646	60.03	974.57	5.69E-01	1.58E+00	6.00E-01	6.62E-01	5.82E-01	1.34E+00	6.00E-01	6.62E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Monte Vista-Shannon	45.13	223.41	4.00E-01	4.00E-01	4.00E-01	4.00E-01	4.00E-01	4.00E-01	0.00	1.00
Monterey_Bay-Tularcitos	11	85.82	1201.48	4.08E-01	1.73E+00	3.90E-01	2.78E-01	4.03E-01	6.55E-01	3.90E-01	2.78E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Monterey Bay-Tularcitos	83.51	1169.10	5.00E-01	5.00E-01	5.00E-01	5.00E-01	5.00E-01	5.00E-01	0.00	1.00
Morales_(East)	188	17.80	288.85	1.00E-02	3.47E-01	1.00E-02	1.68E-10	1.00E-01	2.95E-01	1.00E-02	1.68E-10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Morales_(West)	187	28.23	458.11	1.00E-02	2.25E-01	1.00E-02	4.88E-04	1.00E-02	1.87E-01	1.00E-02	4.88E-04	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Mount_Diablo_Thrust_North_CFM	711	18.81	365.84	1.69E+00	1.60E+00	2.00E+00	2.10E+00	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	Mount Diablo Thrust North CFM	null	null	null	null	null	null	null	null	null	null
Mount_Diablo_Thrust_South	713	11.34	220.57	1.63E+00	1.36E+00	2.00E+00	2.25E+00	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	Mount Diablo Thrust South	null	null	null	null	null	null	null	null	null	null
Nelson_Lake	156	51.26	599.78	1.00E-02	4.88E-01	1.00E-02	1.15E-01	1.00E-02	5.35E-01	1.00E-02	1.15E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Newport-Inglewood_(Offshore)	122	66.47	678.04	1.39E+00	5.99E-01	1.00E+00	1.94E+00	1.27E+00	7.16E-01	1.00E+00	1.94E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Newport-Inglewood (Offshore)	66.47	678.04	1.50E+00	1.50E+00	1.50E+00	1.50E+00	1.50E+00	1.50E+00	0.00	1.00
Newport-Inglewood_alt_1	235	65.38	981.30	1.63E+00	1.48E+00	1.00E+00	1.90E+00	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	"Newport-Inglewood, alt 1"	65.38	981.30	1.00E+00	1.00E+00	1.00E+00	null	null	null	0.00	1.00
North_Frontal__(East)	83	28.30	716.16	1.04E-01	1.79E+00	1.00E-01	1.50E+00	1.04E-01	1.77E+00	1.00E-01	1.50E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	North Frontal  (East)	26.81	678.49	5.00E-01	5.00E-01	5.00E-01	5.00E-01	5.00E-01	5.00E-01	0.00	1.00
North_Frontal__(West)	82	48.79	1014.99	1.26E-01	6.49E-01	1.00E-01	1.28E+00	1.49E-01	6.54E-01	1.00E-01	1.28E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	North Frontal  (West)	50.18	1043.81	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	0.00	1.00
North_Salt_Lake	199	3.32	66.46	1.00E-02	3.66E-01	1.00E-02	3.61E-02	1.00E-01	2.83E-01	1.00E-02	3.61E-02	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
North_Tahoe_2011_CFM	687	25.57	433.90	5.80E-01	6.02E-01	5.00E-01	1.04E+00	5.60E-01	6.02E-01	5.00E-01	1.04E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	North Tahoe	19.59	332.38	4.30E-01	4.30E-01	4.30E-01	4.30E-01	4.30E-01	4.30E-01	0.00	1.00
Northridge	130	33.37	546.83	1.88E+00	1.54E+00	1.50E+00	1.49E+00	1.75E+00	1.04E+00	1.50E+00	1.49E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Northridge	33.37	546.83	1.50E+00	1.50E+00	1.50E+00	1.50E+00	1.50E+00	1.50E+00	0.00	1.00
Northridge_Hills	211	24.95	721.66	1.49E+00	9.02E-01	1.30E+00	2.75E-01	1.35E+00	9.93E-01	1.30E+00	2.75E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Oak_Ridge_(Onshore)	116	49.79	1010.84	3.14E+00	6.19E+00	4.00E+00	3.90E+00	3.31E+00	6.20E+00	4.00E+00	3.90E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Oak Ridge (Onshore)	49.36	1002.19	4.00E+00	4.00E+00	4.00E+00	4.00E+00	4.00E+00	4.00E+00	0.00	1.00
Oceanic_-_West_Huasna	709	121.86	1005.87	3.54E-01	1.56E+00	3.90E-01	2.66E-01	3.41E-01	1.45E+00	3.90E-01	2.66E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Oceanside_alt1	777	65.09	1216.10	8.83E-01	4.18E-01	1.00E+00	8.52E-01	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null	null	null	null	null
Ortigalita_(North)	921	39.88	438.67	1.36E+00	2.90E+00	1.50E+00	2.64E+00	1.42E+00	2.74E+00	1.50E+00	2.64E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Ortigalita (North)	null	null	null	null	null	null	null	null	null	null
Ortigalita_(South)	9	62.21	684.32	1.21E+00	4.02E-01	1.50E+00	2.80E+00	1.26E+00	1.23E+00	1.50E+00	2.80E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Ortigalita (South)	null	null	null	null	null	null	null	null	null	null
Owens_Valley	64	108.21	1460.82	4.21E+00	3.28E+00	3.50E+00	2.46E+00	4.35E+00	3.26E+00	3.50E+00	2.46E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Owens Valley	85.77	1157.83	1.50E+00	1.50E+00	1.50E+00	1.50E+00	1.50E+00	1.50E+00	0.00	1.00
Owens_Valley_Keough_Hot_Springs	891	17.21	292.09	2.55E+00	3.79E-01	3.00E+00	3.01E+00	2.66E+00	3.96E-01	3.00E+00	3.01E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Owl_Lake	47	25.22	302.60	2.27E+00	2.00E+00	2.00E+00	2.14E+00	2.24E+00	1.98E+00	2.00E+00	2.14E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Owl Lake	25.22	302.60	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	0.00	1.00
Ozena	841	41.49	1058.81	1.00E-02	3.81E-01	1.00E-02	6.98E-02	1.00E-02	1.91E-01	1.00E-02	6.98E-02	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Palos_Verdes	109	107.15	1457.22	3.05E+00	2.52E+00	3.00E+00	3.65E+00	3.05E+00	2.40E+00	3.00E+00	3.65E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Palos Verdes	99.19	1348.97	3.00E+00	3.00E+00	3.00E+00	3.00E+00	3.00E+00	3.00E+00	0.00	1.00
Panamint_Valley	244	109.66	1425.55	4.27E+00	3.06E+00	3.00E+00	3.56E+00	3.75E+00	3.06E+00	3.00E+00	3.56E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Panamint Valley	109.66	1425.55	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	0.00	1.00
Paradise	162	54.91	735.76	4.84E-01	7.38E-01	3.90E-01	5.12E+00	4.62E-01	6.86E-01	3.90E-01	5.12E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Peralta_Hills	186	13.87	248.10	4.02E-01	3.70E-02	3.90E-01	2.40E-01	4.02E-01	9.80E-02	3.90E-01	2.40E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Pilarcitos_2011_CFM	647	50.91	489.68	1.00E-01	1.60E+00	1.00E-02	1.80E-01	1.00E-01	2.79E+00	1.00E-02	1.80E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Pine_Mtn	193	61.64	1420.84	1.00E-02	1.46E+00	1.00E-02	7.74E-01	1.00E-01	7.59E-01	1.00E-02	7.74E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Pinto_Mtn	93	83.24	1290.25	3.87E+00	1.86E+00	2.50E+00	4.54E+00	3.70E+00	1.83E+00	2.50E+00	4.54E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Pinto Mtn	74.11	1148.69	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	2.50E+00	0.00	1.00
Pisgah-Bullion_Mtn-Mesquite_Lk	89	90.73	1188.57	1.19E+00	1.19E+00	1.00E+00	1.14E+00	1.17E+00	1.19E+00	1.00E+00	1.14E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Pisgah-Bullion Mtn-Mesquite Lk	88.53	1159.69	8.00E-01	8.00E-01	8.00E-01	8.00E-01	8.00E-01	8.00E-01	0.00	1.00
Pitas_Point_(Lower_West)	212	34.76	1128.03	2.22E+00	4.37E-01	3.00E+00	2.91E+00	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	"Pitas Point (Lower, West)"	34.76	1128.03	2.50E+00	2.50E+00	2.50E+00	null	null	null	0.00	1.00
Pitas_Point_(Lower)-Montalvo	215	30.26	1350.17	1.69E+00	9.30E-02	3.00E+00	2.88E+00	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	Pitas Point (Lower)-Montalvo	30.26	1350.17	2.50E+00	2.50E+00	2.50E+00	null	null	null	0.00	1.00
Pittville_2011_CFM	688	37.18	382.12	3.70E-01	3.82E-01	3.90E-01	3.70E-01	3.79E-01	3.66E-01	3.90E-01	3.70E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Pleito	58	43.61	824.45	1.80E+00	2.56E+00	2.00E+00	3.43E+00	1.48E+00	2.65E+00	2.00E+00	3.43E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Pleito	43.61	824.45	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	0.00	1.00
Point_Reyes_2011_CFM	666	62.53	704.67	1.08E-01	2.01E-01	1.00E-01	1.34E-01	1.04E-01	1.21E-01	1.00E-01	1.34E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Point Reyes	47.46	557.58	3.00E-01	3.00E-01	3.00E-01	3.00E-01	3.00E-01	3.00E-01	0.00	1.00
Point_Reyes_2011_connector	843	34.21	385.47	1.08E-01	8.00E-02	1.00E-01	2.00E-01	1.04E-01	5.70E-02	1.00E-01	2.00E-01	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Polaris_2011_CFM	545	28.46	432.23	4.24E-01	3.35E-01	4.00E-01	2.71E+00	4.24E-01	3.34E-01	4.00E-01	2.71E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	null	null	null	null	null	null	null	null	null	null	null
Puente_Hills	240	44.18	836.32	1.28E+00	1.19E+00	9.00E-01	5.64E-01	null	null	null	null	0.10	0.10	0.10	0.10	null	null	null	null	1.00	1.00	1.00	1.00	null	null	null	null	Puente Hills	44.18	836.32	7.00E-01	7.00E-01	7.00E-01	null	null	null	0.00	1.00
Quien_Sabe_2011_CFM	648	25.25	256.04	4.24E-01	2.32E+00	3.90E-01	5.20E-01	4.24E-01	2.86E+00	3.90E-01	5.20E-01	0.90	0.90	0.90	0.90	0.90	0.90	0.90	0.90	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Quien Sabe	22.86	228.63	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	1.00E+00	0.00	1.00
Raymond	152	22.50	357.51	1.39E+00	1.11E+00	2.00E+00	3.29E+00	1.48E+00	1.41E+00	2.00E+00	3.29E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Raymond	22.50	357.51	1.50E+00	1.50E+00	1.50E+00	1.50E+00	1.50E+00	1.50E+00	0.00	1.00
Red_Mountain	118	100.60	1710.90	2.61E+00	5.51E+00	2.00E+00	1.56E+00	2.58E+00	6.53E+00	2.00E+00	1.56E+00	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	1.00	1.00	1.00	1.00	1.00	1.00	1.00	1.00	Red Mountain	100.60	1710.90	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	2.00E+00	0.00	1.00
